Area,Id,LOCALITY_I,Perimeter,value,file.name
409.6210974,0,L923357,8.123751837,0.255526881,evi_2014_hs
11.83772529,0,L2314029,1.803885894,0.343626411,evi_2014_hs
41.52692277,0,L1070558,3.403294442,0.340662048,evi_2014_hs
108.0565067,0,L2205485,8.383377561,0.219576711,evi_2014_hs
195.1515519,0,L945563,7.491118318,0.33637686,evi_2014_hs
688.9089054,0,L938388,11.58241077,0.318014153,evi_2014_hs
75.04806455,0,L342893,4.211326752,0.237693701,evi_2014_hs
380.0643874,0,L663110,7.900171122,0.270451232,evi_2014_hs
203.8869419,0,L2468319,7.213091601,0.239978008,evi_2014_hs
813.4974407,0,L806691,13.13482194,0.210272521,evi_2014_hs
274.5874481,0,L165056,6.777135664,0.176662944,evi_2014_hs
27.44461616,0,L2161102,2.088819629,0.160266155,evi_2014_hs
40.88619848,0,L1448462,6.585374467,0.400669851,evi_2014_hs
48.74494516,0,L1409960,4.207193165,0.296207512,evi_2014_hs
31.32391737,0,L3187356,4.290778941,0.334647751,evi_2014_hs
83.33875035,0,L2390329,4.021541947,0.26891441,evi_2014_hs
18.00116307,0,L312198,1.80251158,0.419487784,evi_2014_hs
59.78429576,0,L196159,3.463815592,0.584722873,evi_2014_hs
144.3757788,0,L275836,5.691863051,0.423907617,evi_2014_hs
83.63361068,0,L807500,6.47805541,0.446782081,evi_2014_hs
33.92931433,0,L634615,3.061784846,0.683477265,evi_2014_hs
147.3843367,0,L447381,5.598376426,0.362360283,evi_2014_hs
193.0574293,0,L919153,6.271403326,0.188782536,evi_2014_hs
10.72610792,0,L2531682,1.639869598,0.241710677,evi_2014_hs
8.658871484,0,L2531687,1.596830405,0.244767085,evi_2014_hs
82.2925033,0,L2041660,3.686770374,0.266251182,evi_2014_hs
281.8079743,0,L945869,7.917616955,0.182787623,evi_2014_hs
20.295477,0,L1007610,2.118178555,0.36138917,evi_2014_hs
3.529576952,0,L1206404,1.042346446,0.635141189,evi_2014_hs
25.03211447,0,L1896576,1.918820091,0.352162162,evi_2014_hs
4.643658481,0,L1284799,1.046470945,0.038882076,evi_2014_hs
7.054897622,0,L598129,1.108911737,0.304800168,evi_2014_hs
7.750115788,0,L1014322,1.1395047,0.510062448,evi_2014_hs
4.908590966,0,L389608,1.26595499,0.192726964,evi_2014_hs
671.2881167,0,L109439,14.74217781,0.397442361,evi_2014_hs
27.25148609,0,L419667,1.9939401,0.298391469,evi_2014_hs
74.99682478,0,L590796,5.473325974,0.403711078,evi_2014_hs
155.706136,0,L486301,6.404377203,0.47641373,evi_2014_hs
5.404973654,0,L1074046,1.0048047,0.415800013,evi_2014_hs
202.9866002,0,L456488,7.538904307,0.174453238,evi_2014_hs
148.6685496,0,L796467,6.166389618,0.440991931,evi_2014_hs
12.94475035,0,L246035,1.63351686,0.035151497,evi_2014_hs
699.5155119,0,L453412,12.2642329,0.174385916,evi_2014_hs
3.737196655,0,L241804,0.931712593,0.524450995,evi_2014_hs
10.56080261,0,L208734,1.813471768,0.523080053,evi_2014_hs
19.00362924,0,L834368,3.117662103,0.237402895,evi_2014_hs
26.91715066,0,L2875912,2.256211723,0.204061134,evi_2014_hs
38.9454954,0,L250958,2.646238463,0.199663915,evi_2014_hs
5.564527258,0,L622087,0.999373874,0.259584639,evi_2014_hs
62.48892426,0,L227274,3.622011139,0.370948273,evi_2014_hs
96.84988008,0,L250145,4.795861467,0.217498114,evi_2014_hs
221.92285,0,L797450,6.048442742,0.076226208,evi_2014_hs
7.442667215,0,L2107980,1.786392089,-0.032648313,evi_2014_hs
76.90147549,0,L834429,5.118132766,0.227967392,evi_2014_hs
16.03374622,0,L385285,1.731909734,0.279324172,evi_2014_hs
89.83552913,0,L299578,4.033944585,0.173387219,evi_2014_hs
69.36152985,0,L889273,3.514993998,0.324893908,evi_2014_hs
93.73892113,0,L1743685,4.17784758,0.221385169,evi_2014_hs
34.0470971,0,L588572,3.552011792,0.183573981,evi_2014_hs
319.0909037,0,L684445,8.24315392,0.264248598,evi_2014_hs
37.42166983,0,L883813,2.56518368,0.249314402,evi_2014_hs
217.5057554,0,L732477,6.138825815,0.156122323,evi_2014_hs
105.5116638,0,L343087,5.393706839,0.248817498,evi_2014_hs
60.3667342,0,L232994,3.965223168,0.245466343,evi_2014_hs
15.82612815,0,L910358,1.74843709,0.196774233,evi_2014_hs
217.2872915,0,L268530,8.669759547,0.230974059,evi_2014_hs
790.6461919,0,L213077,11.85319233,0.276067717,evi_2014_hs
107.8573867,0,L1215121,4.771933533,0.199640783,evi_2014_hs
128.4767034,0,L152123,4.777319255,0.135357351,evi_2014_hs
81.43173982,0,L1163678,4.129937205,0.266739339,evi_2014_hs
196.1479739,0,L252263,6.378792977,0.245008213,evi_2014_hs
23.72710521,0,L454170,2.106393862,0.086768585,evi_2014_hs
127.8079008,0,L108460,4.815162072,0.101735385,evi_2014_hs
102.340698,0,L108479,4.021158782,0.12860649,evi_2014_hs
